url,adaptive_support,description,duration,remote_support,test_type
https://www.shl.com/products/product-catalog/view/apache-spark-new/,Yes,"Multi-choice test that measures the knowledge of Apache Spark principles, RDD operations - actions and transformations, lineage graphs and lazy evaluation.",8,Yes,K
https://www.shl.com/products/product-catalog/view/asp-net-with-c-new/,Yes,"Multi-choice test that measures the knowledge of .NET framework and controls, C# fundamentals, OOPs concepts and advanced topics such as data access components, state management and security services.",13,Yes,K
https://www.shl.com/products/product-catalog/view/asp-net-4-5/,Yes,"The ASP.NET 4.5 test measures knowledge of programming in the ASP.NET environment. Designed for experienced developers, but an average performer in this role should pass this test. This test includes the following topics: .NET Framework, Client-Side Programming, Data Access, Enhanced Runtime Features, Portals, Services and Mobile, Security, Troubleshooting and Optimization, Web Applications, and Web Forms.",30,Yes,K
https://www.shl.com/products/product-catalog/view/assessment-and-development-center-exercises/,Yes,"SHL offers a comprehensive range of Assessment and Development Centre exercise in digital format, for remote assessment through our Virtual Assessment and Development Centre platform.We offer a wide range of exercise types including group exercise, role plays, analysis presentations and written exercises.Exercises are available across a wide range of job levels and industry contexts.Contact SHL to find out more.",0,Yes,E
https://www.shl.com/products/product-catalog/view/automata-fix-new/,Yes,"A simulated compiler integrated test to measure debugging skills in C, C++ and Java. The test checks the ability to fix logical or syntactical errors and to reuse an existing code.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",20,Yes,S
https://www.shl.com/products/product-catalog/view/automata-sql-new/,Yes,"A simulated query writing test that measures the ability to write SQL queries to perform DDL, DML and DCL tasks.",30,Yes,S
https://www.shl.com/products/product-catalog/view/automata-new/,Yes,"An AI-powered coding simulation assessment that evaluates candidate’s programming ability. Offers a familiar IDE environment available in over 40 different programming languages and tests candidates using real-world coding problems.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",45,Yes,S
https://www.shl.com/products/product-catalog/view/automata-data-science-new/,Yes,A simulated test that measures the ability to analyze and modify data using machine learning algorithms to obtain desirable results.,60,Yes,S
https://www.shl.com/products/product-catalog/view/automata-data-science-pro-new/,Yes,A simulated test that measures the ability to analyze and modify data using machine learning algorithms to obtain desirable results.,60,Yes,S
https://www.shl.com/products/product-catalog/view/automata-front-end/,Yes,"Simulation based test that measures the front-end development capabilities using HTML, CSS, and
JavaScript. The candidate is provided with 3 different sections to code in HTML, CSS and JavaScript respectively and a separate output section to view the output. This simulation is then manually scored.",30,Yes,S
https://www.shl.com/products/product-catalog/view/automata-pro-new/,Yes,"An AI-powered coding simulation assessment that evaluates candidate’s programming ability. Offers a familiar IDE environment available in over 40 different programming languages and tests candidates using real-world coding problems.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",60,Yes,S
https://www.shl.com/products/product-catalog/view/automata-selenium/,Yes,A coding simulation assessment that evaluates the ability to conduct tasks related to automation testing using Selenium scripts.,60,Yes,S
https://www.shl.com/products/product-catalog/view/automation-anywhere-rpa-development-new/,Yes,"Multi-choice test that measures the knowledge of Automation Anywhere dash board and task editor, control room, key commands, bots and Automation Anywhere client.",8,Yes,K
https://www.shl.com/products/product-catalog/view/automotive-engineering-new/,Yes,"Multi-choice test that measures the knowledge of auto engine classification, engine fuel system, auto-vehicle technology, maintenance, inspection and troubleshooting.",13,Yes,K
https://www.shl.com/products/product-catalog/view/basic-biology-new/,Yes,Multi choice test that measures the candidate's basic understanding of Biology.,6,Yes,K
https://www.shl.com/products/product-catalog/view/basic-computer-literacy-windows-10-new/,Yes,"The Basic Computer Literacy (Windows 10) simulation measures knowledge of general computer terminology, processes, and applications and the ability to perform certain operations in a simulated environment resembling the actual application. This simulation consists of both multiple choice and simulation-based questions, and includes the following topics: Application Software, Computer Terms, Internet and Email, Managing Files, Operating System, and Parts of the Computer.",30,Yes,"S, K"
https://www.shl.com/products/product-catalog/view/basic-statistics-new/,Yes,"Multi-choice test that measures the knowledge of statistical methods, exploratory analysis, basics of probability, standard distributions and statistical testing.",10,Yes,K
https://www.shl.com/products/product-catalog/view/biochemistry-new/,Yes,"Multi-choice test that measures the knowledge of various bio-molecules like amino acids, proteins, enzymes, carbohydrates, vitamins and nucleic acids, and concepts of bioenergetics and metabolism.",8,Yes,K
https://www.shl.com/products/product-catalog/view/biotech-lab-techniques-new/,Yes,"Multi-choice test that measures the knowledge of biophysical techniques, bio-processing and separation techniques like chromatography and electrophoresis.",5,Yes,K
https://www.shl.com/products/product-catalog/view/biztalk-new/,Yes,"Multi-choice test that measures the knowledge of BizTalk architecture, pipelines, adapters, business process techniques and BizTalk administration.",16,Yes,K
https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,Yes,"This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication.",24,Yes,K
https://www.shl.com/products/product-catalog/view/business-communications/,Yes,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",35,Yes,K
https://www.shl.com/products/product-catalog/view/c-programming-new/,Yes,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",10,Yes,K
https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,Yes,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",9,Yes,K
https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,Yes,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,10,Yes,K
https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,Yes,"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.",4,Yes,K
https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,Yes,"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.",12,Yes,K
https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,Yes,"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.",13,Yes,K
https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,Yes,"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.",9,Yes,K
https://www.shl.com/products/product-catalog/view/civil-engineering-new/,Yes,"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.",10,Yes,K
https://www.shl.com/products/product-catalog/view/cloud-computing-new/,Yes,"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",8,Yes,K
https://www.shl.com/products/product-catalog/view/cobol-programming-new/,Yes,"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.",10,Yes,K
https://www.shl.com/products/product-catalog/view/computer-science-new/,Yes,"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.",12,Yes,K
https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,Yes,Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,15,Yes,S
https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/,Yes,"This is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. It provides an open-ended chat environment that assesses the candidate’s skills in a real job setting. Candidates are scored based on whether they resolved the customer’s query, the amount of time taken, and the correct use of vocabulary and grammar in their response.",11,Yes,S
https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,Yes,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.",13,Yes,K
https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,Yes,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.",13,Yes,K
https://www.shl.com/products/product-catalog/view/count-out-the-money/,Yes,The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,5,Yes,"K, S"
https://www.shl.com/products/product-catalog/view/css3-new/,Yes,Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,8,Yes,K
https://www.shl.com/products/product-catalog/view/culinary-skills-new/,Yes,"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety.",7,Yes,K
https://www.shl.com/products/product-catalog/view/customer-service-phone-simulation/,Yes,"As part of Contact Center Simulations, the Customer Service Phone Simulation is designed for entry-level positions in a contact center environment. Sample tasks for these jobs include: verify the customer or account; take ownership of customer issues; interact with customers to provide information; respond positively to difficult, irate, or confused customers; listen attentively to callers; resolve calls in a timely manner; navigate within multiple information menus to view customer account details and process information; and type information quickly and accurately. Potential job titles that use this solution are: Call Center Representative, Contact Center Representative, Contact Center Agent, Customer Service Agent, Customer Service Representative, and Customer Advocate.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""",20,Yes,"B, S"
https://www.shl.com/products/product-catalog/view/customer-service-phone-solution/,Yes,"As part of Contact Center Simulations, the Customer Service Phone Solution includes a contact center simulation and two behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. The Contact Center Simulation provides an opportunity for candidates to interact with simulated customers in a contact center environment. Designed to measure a candidate’s ability to listen attentively to the customer, take ownership of customer issues, resolve issues, navigate to find information, and enter information accurately, the Contact Center Simulation is intended to measure how a candidate will respond in a variety of customer situations and assess the candidate’s computer skills in a contact center setting. The behavioral tests in this solution are intended to measure the candidate’s learning potential and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""",30,Yes,"B, P, S"
https://www.shl.com/products/product-catalog/view/cyber-risk-new/,Yes,"Multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management.",9,Yes,K
https://www.shl.com/products/product-catalog/view/data-entry-new/,Yes,Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,4,Yes,S
https://www.shl.com/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,Yes,"The Data Entry Alphanumeric Split Screen - US assessment measures speed and accuracy at typing text and numbers into forms. The information includes business-related text and numbers such as invoice number, address, product number and amount. The test assesses for speed and accuracy.",5,Yes,K
https://www.shl.com/products/product-catalog/view/data-entry-numeric-split-screen-us/,Yes,"The Data Entry Numeric Split Screen - US assessment measures speed and accuracy at typing numbers into forms. The information candidates must enter includes business-related records including number fields such as customer number, order number, item number and quantity. Candidates may use either the keyboard's numeric keypad or the number keys at the top of the keyboard.",5,Yes,K
https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,Yes,Data Entry Ten Key Split Screen assessment measures ability to enter numbers using a numeric keypad. The test measures accuracy and speed.,3,Yes,K
https://www.shl.com/products/product-catalog/view/data-science-new/,Yes,"Multi-choice test that measures the conceptual knowledge on how to use machine learning to analyze data, extract information, draw conclusions and make statistically-driven decisions.",14,Yes,K
https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/,Yes,"The Data Warehousing Concepts test measures knowledge of Data Warehousing. Designed for experienced users, this test covers the following topics: Big Data and Data Warehouse Appliance, Business Considerations, Data Transformation, Data Warehousing and Data Marts, Design, Dimensional Data Model, On Line Analytical Processing (OLAP), Querying and Reporting/Data Extraction.",25,Yes,K
https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/,Yes,"The DSI is a short pre-screening tool for many key entry-level roles. It is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors.

Note: Turkish [end June 2012] and Romanian [end May 2013] are on limited beta relase",10,Yes,P
https://www.shl.com/products/product-catalog/view/dermatology-new/,Yes,"Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.",3,Yes,K
https://www.shl.com/products/product-catalog/view/desktop-support-new/,Yes,"Multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.",8,Yes,K
https://www.shl.com/products/product-catalog/view/digital-advertising-new/,Yes,Multi-choice test that measures the candidate's knowledge about use of AdWords and tools to analyze ad performance on digital media.,7,Yes,K
https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/,Yes,"This participant-oriented report is aimed at individual contributors (non-managerial) and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.Note: this report is specifically aimed at Individual Contributors. A version designed for Managers is also available (seeDigital Readiness Report - Managers).",0,Yes,P
https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/,Yes,"This participant-oriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.Note: this report is specifically aimed at managers. A version designed for individual contributors is also available (seeDigital Readiness Report - IC).",0,Yes,P
https://www.shl.com/products/product-catalog/view/docker-new/,Yes,"Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm.",10,Yes,K
https://www.shl.com/products/product-catalog/view/dojo-new/,Yes,"Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries.",11,Yes,K
https://www.shl.com/products/product-catalog/view/drupal-new/,Yes,"Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.",17,Yes,K
https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,Yes,DSI v1.1 Interpretation Report,0,Yes,P
https://www.shl.com/products/product-catalog/view/econometrics-new/,Yes,"Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.",11,Yes,K
https://www.shl.com/products/product-catalog/view/economics-new/,Yes,"Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade.",13,Yes,K
https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,Yes,"Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics.",14,Yes,K
https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,Yes,"Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics.",8,Yes,K
https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,Yes,"Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering.",15,Yes,K
https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,Yes,"Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics.",18,Yes,K
https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,Yes,"Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of VLSI.",7,Yes,K
https://www.shl.com/products/product-catalog/view/english-comprehension-new/,Yes,"Multiple-choice test that measures vocabulary, grammar and reading comprehension skills.",0,Yes,K
https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,Yes,"Multi-choice test that measures the knowledge of enterprise Java beans (EJB), types of EJB, transactions and concurrency.",4,Yes,K
https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,Yes,"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.
For more information, visit: 
https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ .",0,Yes,P
https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,Yes,"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.
For more information, visit: 
https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ .",0,Yes,P
https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,Yes,"The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds.Report Language Availability:English (USA)",19,Yes,"C, P"
https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,Yes,"The Precise Fit Entry Level Customer Service Solution (Retail/Contact Center) is for entry-level positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone or in person; taking orders; solving product or service issues; and responding positively to difficult or irate customers.Report Language Availability:English (USA)",19,Yes,"P, C"
https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,Yes,"The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with customers when carrying out critical tasks of the job. This includes positions that require frequent interactions with customers, or positions where customer service is not central to the role, but is still essential for successful performance on the job. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone to provide information; taking orders; solving product or service issues; and responding positively to difficult or irate customers.Report Language Availability:English (USA)",14,Yes,"C, P"
https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,Yes,"The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, and accepting payment.Report Language Availability:English (USA)",20,Yes,"C, P"
https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,Yes,"The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.Report Language Availability:English (USA)",20,Yes,"C, P"
https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,Yes,"The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. Sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and
operating systems.Report Language Availability:English (USA)",18,Yes,"P, C"
https://www.shl.com/products/product-catalog/view/etl-testing-new/,Yes,"Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing and tools required for testing.",9,Yes,K
https://www.shl.com/products/product-catalog/view/executive-scenarios/,Yes,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,Yes,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,Yes,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/expressjs-new/,Yes,"Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS.",7,Yes,K
https://www.shl.com/products/product-catalog/view/filing-names-r1/,Yes,This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized names and one is blank. The test taker is required to select the name from a list that belongs on the blank tab.,3,Yes,K
